sample	chrom	loc.start	loc.end	num.mark	seg.mean	copy	ivg.copy
MS.624500	6	158550000	170850000	122	-0.0408	2	0
MS.624500	7	50000	63550000	566	-0.0317	2	0
MS.624500	7	63950000	64450000	4	1.0985	4	2
MS.624500	7	64550000	143050000	739	0.059858728	2	0
MS.624500	7	143250000	144050000	6	-1.152	1	-1
MS.624500	7	144150000	159050000	146	-0.0207	2	0
MS.624500	8	250000	2650000	25	-0.2347	2	0
MS.624500	8	2750000	3250000	6	1.0207	4	2
MS.624500	8	3350000	104550000	925	0.015217946	2	0
MS.624500	8	104650000	105250000	7	0.86	4	2
MS.624500	8	105350000	113150000	77	0.098138961	2	0
MS.624500	8	113250000	113950000	8	1.1284	4	2
MS.624500	8	114050000	146250000	314	-0.047	2	0
MS.624500	9	250000	140950000	1048	0.026283397	2	0
MS.624500	10	150000	135350000	1234	-0.001684036	2	0
MS.624500	11	250000	69350000	627	-0.0342	2	0
MS.624500	11	69450000	70950000	15	0.6379	3	1
MS.624500	11	71050000	86450000	144	0.0097	2	0
MS.624500	11	86550000	102850000	156	-0.9722	1	-1
MS.624500	11	102950000	103350000	4	0.9471	4	2
MS.624500	11	103450000	117450000	140	-0.8417	1	-1
MS.624500	11	117550000	134850000	173	-0.0152	2	0
MS.624500	12	250000	133750000	1252	0.027423083	2	0
MS.624500	13	19250000	115050000	929	-0.9032	1	-1
MS.624500	14	20250000	106650000	843	0.0028	2	0
MS.624500	14	106750000	107250000	6	1.0024	4	2
MS.624500	15	20150000	43050000	187	0.0024	2	0
MS.624500	15	43150000	43750000	7	0.6146	3	1
MS.624500	15	43850000	44350000	6	-0.0658	2	0
MS.624500	15	44450000	102350000	560	0.560397143	3	1
MS.624500	16	150000	90150000	715	-0.008023916	2	0
MS.624500	17	50000	43350000	376	0.0965	2	0
MS.624500	17	43450000	44350000	9	-4.1924	0	-2
MS.624500	17	44850000	81050000	350	-0.0048	2	0
MS.624500	18	250000	55850000	503	5.00E-04	2	0
MS.624500	18	55950000	77950000	214	0.5306	3	1
MS.624500	19	350000	15550000	147	0.1693	2	0
MS.624500	19	15650000	16150000	6	0.7914	3	1
MS.624500	19	16250000	19850000	37	0.1529	2	0
MS.624500	19	19950000	22650000	18	1.1749	4	2
MS.624500	19	22750000	59050000	298	0.0937	2	0
MS.624500	20	150000	62850000	578	-0.034	2	0
MS.624500	21	9450000	15150000	8	-0.6978	1	-1
MS.624500	21	15250000	48050000	313	-0.0089	2	0
MS.624500	22	17050000	22350000	40	-0.0363	2	0
MS.624500	22	22550000	23150000	6	0.9439	4	2
MS.624500	22	23250000	51150000	275	0.004116	2	0
MS.624500	23	150000	2650000	23	-5	0	-2
MS.624500	23	2750000	134650000	1203	0.039790274	2	0
MS.624500	23	134750000	135050000	4	-1.054	1	-1
MS.624500	23	135150000	155150000	192	-0.105471354	2	0
MS.624500	24	2750000	28650000	115	-4.9321	0	-2
MS.645182	1	950000	121250000	1145	0.0216	2	0
MS.645182	1	142650000	145150000	5	1.1351	4	2
MS.645182	1	145450000	249150000	973	0.0569	2	0
MS.645182	2	150000	140850000	1266	0.017266983	2	0
MS.645182	2	140950000	141850000	10	0.3668	3	1
MS.645182	2	141950000	231050000	864	-0.025033565	2	0
MS.645182	2	231150000	231450000	4	0.5771	3	1
MS.645182	2	231550000	243050000	110	-0.0276	2	0
MS.645182	3	150000	100350000	945	-0.0115	2	0
MS.645182	3	100450000	101150000	8	0.4251	3	1
MS.645182	3	101250000	195250000	920	0.06601413	2	0
MS.645182	3	195350000	195750000	5	0.7325	3	1
MS.645182	3	195850000	197850000	19	0.1583	2	0
MS.645182	4	150000	69150000	631	-0.0184	2	0
MS.645182	4	69250000	69850000	7	-4.0408	0	-2
MS.645182	4	69950000	190450000	1176	-0.0239	2	0
MS.645182	4	190550000	190950000	5	0.4541	3	1
MS.645182	5	150000	180650000	1705	-0.0105	2	0
MS.645182	6	250000	28450000	272	0.0032	2	0
MS.645182	6	28550000	33350000	46	-4.8671	0	-2
MS.645182	6	33450000	51350000	171	0.0104	2	0
MS.645182	6	51450000	52050000	7	0.5371	3	1
MS.645182	6	52150000	56150000	40	0.0114	2	0
MS.645182	6	56250000	56550000	4	0.8711	4	2
MS.645182	6	56650000	57150000	6	0.0503	2	0
MS.645182	6	57350000	57650000	4	1.0544	4	2
MS.645182	6	57750000	62550000	12	-0.7237	1	-1
MS.645182	6	62650000	170850000	1050	-0.190189905	2	0
MS.645182	7	50000	63550000	566	-0.0104	2	0
MS.645182	7	63950000	64450000	4	0.9252	4	2
MS.645182	7	64550000	159050000	891	0.0154	2	0
MS.645182	8	250000	113150000	1040	0.010432885	2	0
MS.645182	8	113250000	113650000	5	0.5509	3	1
MS.645182	8	113750000	146250000	317	0.012790852	2	0
MS.645182	9	250000	140950000	1048	0.0102	2	0
MS.645182	10	150000	135350000	1234	-0.0226	2	0
MS.645182	11	250000	48350000	471	0.009	2	0
MS.645182	11	48450000	55750000	22	-0.3679	1	-1
MS.645182	11	55850000	88550000	313	0.0094	2	0
MS.645182	11	88650000	89850000	10	-0.4571	1	-1
MS.645182	11	89950000	134850000	443	-0.059495937	2	0
MS.645182	12	250000	133750000	1252	0.0215	2	0
MS.645182	13	19250000	115050000	929	-0.0266	2	0
MS.645182	14	20250000	106550000	842	-0.004431354	2	0
MS.645182	14	106650000	107250000	7	0.6125	3	1
MS.645182	15	20150000	102350000	760	0.0186	2	0
MS.645182	16	150000	90150000	715	0.0013	2	0
MS.645182	17	50000	43550000	378	0.036895767	2	0
MS.645182	17	43750000	44350000	7	-2.7358	0	-2
MS.645182	17	44850000	81050000	350	0.0093	2	0
MS.645182	18	250000	77950000	717	-0.012758438	2	0
MS.645182	19	350000	19750000	189	0.129	2	0
MS.645182	19	19850000	22650000	19	0.7824	3	1
MS.645182	19	22750000	59050000	298	0.093766107	2	0
MS.645182	20	150000	62850000	578	0.026100692	2	0
MS.645182	21	9450000	15150000	8	-0.9357	1	-1
MS.645182	21	15250000	48050000	313	-0.0339	2	0
MS.645182	22	17050000	22550000	41	-0.0401	2	0
MS.645182	22	22750000	23250000	6	0.8004	3	1
MS.645182	22	23350000	51150000	274	-0.0049	2	0
MS.645182	23	150000	2650000	23	-5	0	-2
MS.645182	23	2750000	155150000	1399	-0.924437098	1	-1
MS.645182	24	2750000	28650000	115	-1.1418	1	-1
MS.655986	1	950000	121250000	1145	0.030520699	2	0
MS.655986	1	142650000	145150000	5	1.1121	4	2
MS.655986	1	145450000	185750000	369	0.0539	2	0
MS.655986	1	185850000	186150000	4	1.0047	4	2
MS.655986	1	186250000	215550000	283	0.0508	2	0
MS.655986	1	215650000	216550000	10	0.6658	3	1
MS.655986	1	216650000	236850000	192	0.044757813	2	0
MS.655986	1	236950000	237950000	10	0.7015	3	1
MS.655986	1	238050000	249150000	105	-0.0415	2	0
MS.655986	2	150000	76450000	743	0.012282907	2	0
MS.655986	2	76550000	77350000	9	-0.4065	1	-1
MS.655986	2	77450000	95950000	112	0.0044	2	0
MS.655986	2	96050000	96650000	6	-0.6208	1	-1
MS.655986	2	96750000	140850000	396	0.0167	2	0
MS.655986	2	140950000	141750000	9	0.7901	3	1
MS.655986	2	141850000	230950000	864	-0.015427778	2	0
MS.655986	2	231050000	241050000	96	0.3725	3	1
MS.655986	2	241150000	243050000	19	-0.0413	2	0
MS.655986	3	150000	112750000	1068	-0.0371	2	0
MS.655986	3	112850000	197850000	829	0.4073	3	1
MS.655986	4	150000	69150000	631	-0.0371	2	0
MS.655986	4	69250000	69850000	7	-3.6155	0	-2
MS.655986	4	69950000	125250000	537	0.002364804	2	0
MS.655986	4	125350000	128950000	37	-0.6162	1	-1
MS.655986	4	129050000	157050000	272	-0.0398	2	0
MS.655986	4	157150000	166150000	89	-0.6365	1	-1
MS.655986	4	166250000	190950000	246	-0.0583	2	0
MS.655986	5	150000	180650000	1705	-0.040394721	2	0
MS.655986	6	250000	28450000	272	0.0034	2	0
MS.655986	6	28550000	33350000	46	-4.9089	0	-2
MS.655986	6	33450000	51150000	170	0.0015	2	0
MS.655986	6	51350000	52050000	8	0.6081	3	1
MS.655986	6	52150000	56250000	41	0.0302	2	0
MS.655986	6	56350000	57550000	12	0.76165	3	1
MS.655986	6	57650000	58550000	8	-0.5775	1	-1
MS.655986	6	58650000	81750000	191	-0.0386	2	0
MS.655986	6	81850000	112650000	300	-0.573123	1	-1
MS.655986	6	112750000	170850000	564	-0.0159	2	0
MS.655986	7	50000	159050000	1461	0.0057	2	0
MS.655986	8	250000	146250000	1362	0.0057	2	0
MS.655986	9	250000	25350000	243	-0.0047	2	0
MS.655986	9	25450000	71050000	132	-0.5771	1	-1
MS.655986	9	71150000	140950000	673	-0.0019	2	0
MS.655986	10	150000	16750000	163	-0.0558	2	0
MS.655986	10	16850000	17150000	4	0.9262	4	2
MS.655986	10	17250000	135350000	1067	-0.0215	2	0
MS.655986	11	250000	134850000	1259	0.003055441	2	0
MS.655986	12	250000	133750000	1252	0.0015	2	0
MS.655986	13	19250000	35550000	158	-0.0248	2	0
MS.655986	13	35650000	36250000	7	0.5625	3	1
MS.655986	13	36350000	50450000	140	0.0222	2	0
MS.655986	13	50550000	51850000	14	-0.5581	1	-1
MS.655986	13	51950000	115050000	610	-0.0528	2	0
MS.655986	14	20250000	106750000	844	-0.0127	2	0
MS.655986	14	106850000	107250000	5	0.9602	4	2
MS.655986	15	20150000	102350000	760	0.0057	2	0
MS.655986	16	150000	90150000	715	-0.011212308	2	0
MS.655986	17	50000	43350000	376	0.0494	2	0
MS.655986	17	43450000	44350000	9	-3.1473	0	-2
MS.655986	17	44850000	81050000	350	-0.01	2	0
MS.655986	18	250000	77950000	717	-0.013487727	2	0
MS.655986	19	350000	19750000	189	0.1216	2	0
MS.655986	19	19850000	22650000	19	0.9448	4	2
MS.655986	19	22750000	59050000	298	0.0895	2	0
MS.655986	20	150000	62850000	578	0.021005882	2	0
MS.655986	21	9450000	15150000	8	-1.1558	1	-1
MS.655986	21	15250000	48050000	313	-0.052271246	2	0
MS.655986	22	17050000	18650000	15	-0.5363	1	-1
MS.655986	22	18950000	22150000	24	-0.051	2	0
MS.655986	22	22350000	23150000	7	0.5293	3	1
MS.655986	22	23250000	26650000	34	-0.009	2	0
MS.655986	22	26750000	35750000	90	-0.6062	1	-1
MS.655986	22	35850000	45050000	93	0.0976	2	0
MS.655986	22	45150000	51150000	58	-0.5972	1	-1
MS.655986	23	150000	2650000	23	-5	0	-2
MS.655986	23	2750000	155150000	1399	-0.958498999	1	-1
MS.655986	24	2750000	28650000	115	-1.2311	1	-1
MS.653430	1	950000	63650000	595	0.036837815	2	0
MS.653430	1	63750000	117650000	520	-0.324	1	-1
MS.653430	1	117750000	249150000	1008	0.051581448	2	0
MS.653430	2	150000	141050000	1268	0.0276	2	0
MS.653430	2	141150000	141850000	8	0.6085	3	1
MS.653430	2	141950000	243050000	978	-0.010563599	2	0
MS.653430	3	150000	197850000	1897	0.005546125	2	0
MS.653430	4	150000	69150000	631	-0.0163	2	0
MS.653430	4	69250000	69850000	7	-3.6613	0	-2
MS.653430	4	69950000	190450000	1176	-0.028944728	2	0
MS.653430	4	190550000	190950000	5	0.4548	3	1
MS.653430	5	150000	180650000	1705	-0.0185	2	0
MS.653430	6	250000	28450000	272	0.018729412	2	0
MS.653430	6	28550000	33350000	46	-4.9599	0	-2
MS.653430	6	33450000	56250000	219	0.0455	2	0
MS.653430	6	56350000	57550000	12	0.7479	3	1
MS.653430	6	57650000	58650000	9	-0.5487	1	-1
MS.653430	6	62050000	170850000	1054	-0.006227609	2	0
MS.653430	7	50000	63550000	566	-0.012446643	2	0
MS.653430	7	63950000	64450000	4	1.0752	4	2
MS.653430	7	64550000	159050000	891	0.0035	2	0
MS.653430	8	250000	20050000	178	0.2676	3	1
MS.653430	8	20150000	146250000	1184	0.028398142	2	0
MS.653430	9	250000	140950000	1048	0.0182	2	0
MS.653430	10	150000	21350000	203	-0.4054	1	-1
MS.653430	10	21450000	135350000	1031	0.02333676	2	0
MS.653430	11	250000	5850000	56	0.1056	2	0
MS.653430	11	5950000	7150000	12	0.4997	3	1
MS.653430	11	7250000	88450000	737	0.000170828	2	0
MS.653430	11	88550000	90250000	15	-0.3563	1	-1
MS.653430	11	90350000	134850000	439	0.037826879	2	0
MS.653430	12	250000	133750000	1252	-1.00E-04	2	0
MS.653430	13	19250000	115050000	929	-0.055373197	2	0
MS.653430	14	20250000	70350000	491	-0.0207	2	0
MS.653430	14	70450000	76050000	56	-0.3241	1	-1
MS.653430	14	76150000	106550000	295	-0.0038	2	0
MS.653430	14	106650000	107250000	7	0.7818	3	1
MS.653430	15	20150000	22550000	7	0.7417	3	1
MS.653430	15	22750000	102350000	753	-0.064517795	2	0
MS.653430	16	150000	31650000	280	-0.041	2	0
MS.653430	16	31750000	33650000	5	0.6266	3	1
MS.653430	16	34250000	90150000	430	-0.0348	2	0
MS.653430	17	50000	43350000	376	0.0226	2	0
MS.653430	17	43450000	44350000	9	-4.0427	0	-2
MS.653430	17	44850000	81050000	350	-0.0225	2	0
MS.653430	18	250000	77950000	717	0.01	2	0
MS.653430	19	350000	15550000	147	-0.0266	2	0
MS.653430	19	15650000	16150000	6	0.5703	3	1
MS.653430	19	16250000	19750000	36	-0.0453	2	0
MS.653430	19	19850000	21950000	18	1.1292	4	2
MS.653430	19	22650000	59050000	299	0.036550502	2	0
MS.653430	20	150000	62850000	578	0.0163	2	0
MS.653430	21	9450000	15150000	8	-0.9918	1	-1
MS.653430	21	15250000	48050000	313	-0.025338658	2	0
MS.653430	22	17050000	22350000	40	-0.1046	2	0
MS.653430	22	22550000	23150000	6	0.7957	3	1
MS.653430	22	23250000	51150000	275	0.0134	2	0
MS.653430	23	150000	2650000	23	-5	0	-2
MS.653430	23	2750000	154450000	1392	0.071997557	2	0
MS.653430	23	154550000	155150000	7	-1.660571429	1	-1
MS.653430	24	2750000	28650000	115	-4.9678	0	-2
MS.678016	1	950000	249150000	2123	0.0475	2	0
MS.678016	2	150000	32550000	316	-0.0327	2	0
MS.678016	2	32650000	33150000	4	0.7959	3	1
MS.678016	2	33250000	140850000	946	0.0197	2	0
MS.678016	2	140950000	141850000	10	0.7183	3	1
MS.678016	2	141950000	243050000	978	0.002186503	2	0
MS.678016	3	150000	158650000	1516	0.0081	2	0
MS.678016	3	158850000	197850000	381	0.4914	3	1
MS.678016	4	150000	69150000	631	-0.0131	2	0
MS.678016	4	69250000	69850000	7	-4.4092	0	-2
MS.678016	4	69950000	190450000	1176	0.006816752	2	0
MS.678016	4	190550000	190950000	5	0.4558	3	1
MS.678016	5	150000	180650000	1705	-0.0054	2	0
MS.678016	6	250000	28450000	272	0.0254	2	0
MS.678016	6	28550000	33350000	46	-5	0	-2
MS.678016	6	33450000	51450000	172	0.0057	2	0
MS.678016	6	51550000	51950000	5	0.7143	3	1
MS.678016	6	52050000	56250000	42	-0.005	2	0
MS.678016	6	56350000	57650000	13	0.594061538	3	1
MS.678016	6	57750000	62050000	9	-0.763	1	-1
MS.678016	6	62350000	170850000	1053	-0.004278348	2	0
MS.678016	7	50000	63250000	564	-0.0188	2	0
MS.678016	7	63350000	64450000	6	1.0334	4	2
MS.678016	7	64550000	159050000	891	0.0139	2	0
MS.678016	8	250000	113150000	1040	0.030423558	2	0
MS.678016	8	113250000	114350000	12	0.6143	3	1
MS.678016	8	114450000	146250000	310	-0.0084	2	0
MS.678016	9	250000	38650000	371	0.0192	2	0
MS.678016	9	38750000	88050000	169	-0.7198	1	-1
MS.678016	9	88150000	140950000	508	0.004	2	0
MS.678016	10	150000	135350000	1234	-0.017388817	2	0
MS.678016	11	250000	67250000	608	-0.0148	2	0
MS.678016	11	67350000	69350000	19	-0.8998	1	-1
MS.678016	11	69450000	70250000	8	0.0485	2	0
MS.678016	11	70350000	73650000	31	-0.6778	1	-1
MS.678016	11	73750000	82050000	81	0.0084	2	0
MS.678016	11	82150000	92450000	95	-0.7855	1	-1
MS.678016	11	92550000	94550000	20	0.0448	2	0
MS.678016	11	94650000	114750000	197	-0.6737	1	-1
MS.678016	11	114850000	116650000	19	0.0152	2	0
MS.678016	11	116750000	132050000	153	0.5583	3	1
MS.678016	11	132150000	134850000	28	-0.0078	2	0
MS.678016	12	250000	133750000	1252	-0.0037	2	0
MS.678016	13	19250000	36250000	165	0.0065	2	0
MS.678016	13	36350000	115050000	764	-0.7229	1	-1
MS.678016	14	20250000	104850000	829	-0.0078	2	0
MS.678016	14	105050000	107250000	20	0.5631	3	1
MS.678016	15	20150000	22550000	7	0.7291	3	1
MS.678016	15	22750000	102350000	753	0.000971182	2	0
MS.678016	16	150000	90150000	715	-0.021	2	0
MS.678016	17	50000	43350000	376	0.0189	2	0
MS.678016	17	43450000	44350000	9	-5	0	-2
MS.678016	17	44850000	81050000	350	-0.0179	2	0
MS.678016	18	250000	77950000	717	0.0237	2	0
MS.678016	19	350000	19750000	189	0.0524	2	0
MS.678016	19	19850000	22650000	19	1.123	4	2
MS.678016	19	22750000	59050000	298	0.063552685	2	0
MS.678016	20	150000	62850000	578	0.0152	2	0
MS.678016	21	9450000	48050000	321	-0.0253	2	0
MS.678016	22	17050000	22350000	40	-0.1216	2	0
MS.678016	22	22550000	23250000	7	0.9768	4	2
MS.678016	22	23350000	51150000	274	0.0061	2	0
MS.678016	23	150000	2650000	23	-5	0	-2
MS.678016	23	2750000	155150000	1399	-0.93621787	1	-1
MS.678016	24	2750000	28650000	115	-3.3792	0	-2
MS.627554	1	950000	39450000	358	0.03784581	2	0
MS.627554	1	39550000	40050000	6	0.7095	3	1
MS.627554	1	40150000	65750000	251	0.0099	2	0
MS.627554	1	65850000	111250000	436	-0.7734	1	-1
MS.627554	1	111350000	152550000	142	0.0828	2	0
MS.627554	1	152650000	171350000	184	-0.670253261	1	-1
MS.627554	1	171450000	185750000	142	0.0904	2	0
MS.627554	1	185850000	186150000	4	1.6153	4	2
MS.627554	1	186250000	215550000	283	0.0121	2	0
MS.627554	1	215650000	216550000	10	0.7288	3	1
MS.627554	1	216650000	249150000	307	0.029025407	2	0
MS.627554	2	150000	140850000	1266	0.0086	2	0
MS.627554	2	140950000	141750000	9	0.8486	4	2
MS.627554	2	141850000	243050000	979	-0.000302554	2	0
MS.627554	3	150000	197850000	1897	-0.0053	2	0
MS.627554	4	150000	69150000	631	-0.0163	2	0
MS.627554	4	69250000	69850000	7	-3.4517	0	-2
MS.627554	4	69950000	190950000	1181	0.003066977	2	0
MS.627554	5	150000	180650000	1705	-0.0369	2	0
MS.627554	6	250000	28450000	272	0.0057	2	0
MS.627554	6	28550000	33350000	46	-5	0	-2
MS.627554	6	33450000	56250000	219	0.0435	2	0
MS.627554	6	56350000	57750000	14	0.624442857	3	1
MS.627554	6	57850000	62350000	9	-0.7277	1	-1
MS.627554	6	62450000	170850000	1052	-0.0054	2	0
MS.627554	7	50000	63350000	565	-0.0195	2	0
MS.627554	7	63550000	64450000	5	1.1658	4	2
MS.627554	7	64550000	151750000	822	0.0226	2	0
MS.627554	7	151850000	152150000	4	1.1031	4	2
MS.627554	7	152250000	159050000	65	-0.0359	2	0
MS.627554	8	250000	104450000	955	0.004806492	2	0
MS.627554	8	104550000	105250000	8	0.566	3	1
MS.627554	8	105350000	113150000	77	0.062758442	2	0
MS.627554	8	113250000	113650000	5	0.8597	4	2
MS.627554	8	113750000	146250000	317	-0.0098	2	0
MS.627554	9	250000	140950000	1048	0.0064	2	0
MS.627554	10	150000	135350000	1234	-0.0121	2	0
MS.627554	11	250000	48450000	472	-0.0132	2	0
MS.627554	11	48550000	55250000	16	-0.5802	1	-1
MS.627554	11	55350000	88550000	318	0.0352	2	0
MS.627554	11	88650000	90350000	15	-0.4056	1	-1
MS.627554	11	90450000	134850000	438	0.045622374	2	0
MS.627554	12	250000	133750000	1252	0.0118	2	0
MS.627554	13	19250000	115050000	929	0.0059	2	0
MS.627554	14	20250000	106750000	844	0.001381517	2	0
MS.627554	14	106850000	107250000	5	0.8339	3	1
MS.627554	15	20150000	22550000	7	0.9769	4	2
MS.627554	15	22750000	102350000	753	0.0027	2	0
MS.627554	16	150000	90150000	715	0.0074	2	0
MS.627554	17	50000	43450000	377	0.0452	2	0
MS.627554	17	43550000	44250000	7	-2.3313	1	-1
MS.627554	17	44350000	81050000	351	-0.0191	2	0
MS.627554	18	250000	77950000	717	0.0154	2	0
MS.627554	19	350000	19750000	189	0.0796	2	0
MS.627554	19	19850000	23350000	21	1.283	4	2
MS.627554	19	28350000	59050000	296	0.046290878	2	0
MS.627554	20	150000	62850000	578	0.0234	2	0
MS.627554	21	9450000	48050000	321	-0.0172	2	0
MS.627554	22	17050000	22350000	40	-0.1741	2	0
MS.627554	22	22550000	23150000	6	0.9796	4	2
MS.627554	22	23250000	51150000	275	-0.0117	2	0
MS.627554	23	150000	2650000	23	-5	0	-2
MS.627554	23	2750000	155150000	1399	-0.002754253	2	0
MS.627554	24	2750000	28650000	115	-4.9504	0	-2
MS.660140	1	950000	16750000	142	-0.1115	2	0
MS.660140	1	16850000	17250000	4	1.1993	4	2
MS.660140	1	17350000	121250000	999	-0.006025425	2	0
MS.660140	1	142650000	145450000	6	1.1848	4	2
MS.660140	1	145550000	249150000	972	0.0448	2	0
MS.660140	2	150000	212350000	1956	-0.001068814	2	0
MS.660140	2	212450000	213450000	11	-0.5521	1	-1
MS.660140	2	213550000	243050000	287	-0.0196	2	0
MS.660140	3	150000	45850000	447	-0.0029	2	0
MS.660140	3	45950000	47250000	14	-0.6529	1	-1
MS.660140	3	47350000	49250000	19	-0.121	2	0
MS.660140	3	49350000	51650000	23	0.4516	3	1
MS.660140	3	51750000	76250000	242	-0.9692	1	-1
MS.660140	3	76350000	169350000	875	-0.040820114	2	0
MS.660140	3	169450000	197850000	277	0.5875	3	1
MS.660140	4	150000	69150000	631	-0.0781	2	0
MS.660140	4	69250000	69850000	7	-3.8736	0	-2
MS.660140	4	69950000	85450000	147	0.0146	2	0
MS.660140	4	85550000	86650000	12	0.4693	3	1
MS.660140	4	86750000	190150000	1014	-0.068022189	2	0
MS.660140	4	190250000	190950000	8	0.3016	3	1
MS.660140	5	150000	63850000	583	-0.1026	2	0
MS.660140	5	63950000	65950000	20	0.3521	3	1
MS.660140	5	66050000	98450000	301	-0.062	2	0
MS.660140	5	98550000	99650000	11	-0.6182	1	-1
MS.660140	5	99750000	180650000	790	-0.0237	2	0
MS.660140	6	250000	28450000	272	0.071655147	2	0
MS.660140	6	28550000	33350000	46	-4.600243478	0	-2
MS.660140	6	33450000	57550000	231	0.054892208	2	0
MS.660140	6	57650000	62950000	17	-0.513	1	-1
MS.660140	6	63050000	170850000	1046	-0.0172	2	0
MS.660140	7	50000	63350000	565	-0.0462	2	0
MS.660140	7	63550000	64450000	5	1.1517	4	2
MS.660140	7	64550000	153350000	838	-0.010993914	2	0
MS.660140	7	153450000	154050000	7	-0.7908	1	-1
MS.660140	7	154150000	159050000	46	-0.0719	2	0
MS.660140	8	250000	56150000	486	-0.0552	2	0
MS.660140	8	56250000	113150000	554	0.510496029	3	1
MS.660140	8	113250000	113750000	6	1.1607	4	2
MS.660140	8	113850000	136150000	219	0.524363927	3	1
MS.660140	8	136250000	140350000	41	0.2395	2	0
MS.660140	8	140450000	146250000	56	0.478	3	1
MS.660140	9	250000	140950000	1048	-0.0283	2	0
MS.660140	10	150000	135350000	1234	-0.0438	2	0
MS.660140	11	250000	5850000	56	-0.0109	2	0
MS.660140	11	5950000	7350000	14	0.4386	3	1
MS.660140	11	7450000	48550000	403	-0.0782	2	0
MS.660140	11	49050000	49450000	5	-1.0088	1	-1
MS.660140	11	49550000	105250000	487	0.001855236	2	0
MS.660140	11	105350000	115250000	99	-0.8389	1	-1
MS.660140	11	115350000	134850000	195	0.039	2	0
MS.660140	12	250000	133750000	1252	-0.0062	2	0
MS.660140	13	19250000	96450000	753	-0.027	2	0
MS.660140	13	96550000	115050000	176	-0.9495	1	-1
MS.660140	14	20250000	106550000	842	0.007971971	2	0
MS.660140	14	106650000	107250000	7	0.6537	3	1
MS.660140	15	20150000	22550000	7	0.7147	3	1
MS.660140	15	22750000	63450000	378	-0.0266	2	0
MS.660140	15	63550000	102350000	375	0.4918	3	1
MS.660140	16	150000	90150000	715	-0.0677	2	0
MS.660140	17	50000	43350000	376	0.037380585	2	0
MS.660140	17	43450000	44350000	9	-3.2049	0	-2
MS.660140	17	44850000	81050000	350	-0.0138	2	0
MS.660140	18	250000	77950000	717	-0.0338	2	0
MS.660140	19	350000	15150000	143	-0.0081	2	0
MS.660140	19	15250000	16450000	13	0.5433	3	1
MS.660140	19	16550000	19850000	34	-0.0854	2	0
MS.660140	19	19950000	21550000	15	1.29	4	2
MS.660140	19	21850000	23350000	5	0.5266	3	1
MS.660140	19	28350000	28650000	4	-0.3952	1	-1
MS.660140	19	28750000	29250000	6	0.2729	3	1
MS.660140	19	29350000	51950000	219	-0.020049315	2	0
MS.660140	19	52050000	54050000	19	0.7483	3	1
MS.660140	19	54250000	54650000	5	-0.0388	2	0
MS.660140	19	54750000	59050000	43	0.419769767	3	1
MS.660140	20	150000	62850000	578	-0.0311	2	0
MS.660140	21	9450000	15150000	8	-0.752	1	-1
MS.660140	21	15250000	48050000	313	-0.075361022	2	0
MS.660140	22	17050000	22150000	39	-0.1676	2	0
MS.660140	22	22350000	23350000	9	0.7281	3	1
MS.660140	22	23450000	51150000	273	-0.0294	2	0
MS.660140	23	150000	2650000	23	-5	0	-2
MS.660140	23	2750000	155150000	1399	-0.022372623	2	0
MS.660140	24	2750000	28650000	115	-4.9334	0	-2
MCL1016	1	950000	150750000	1183	-0.05247836	2	0
MCL1016	1	150850000	179850000	286	-0.9293	1	-1
MCL1016	1	179950000	248850000	666	0.0043	2	0
MCL1016	2	150000	242050000	2256	-0.0192	2	0
MCL1016	3	50000	11350000	111	-0.1118	2	0
MCL1016	3	11450000	14550000	32	0.5702	3	1
MCL1016	3	14650000	162650000	1415	-0.0382	2	0
MCL1016	3	162750000	198050000	345	0.506	3	1
MCL1016	4	150000	189950000	1817	-0.019	2	0
MCL1016	5	150000	181250000	1704	-0.0172	2	0
MCL1016	6	250000	170550000	1622	-0.0112	2	0
MCL1016	7	50000	159250000	1469	-0.019769503	2	0
MCL1016	8	350000	72450000	652	-0.012	2	0
MCL1016	8	72550000	145050000	708	0.507	3	1
MCL1016	9	250000	11950000	113	-0.031	2	0
MCL1016	9	12050000	43350000	263	-0.9761	1	-1
MCL1016	9	65450000	138050000	677	-0.0114	2	0
MCL1016	10	50000	21550000	210	-0.9449	1	-1
MCL1016	10	21650000	26050000	45	0.9659	4	2
MCL1016	10	26150000	133650000	992	-0.004873992	2	0
MCL1016	11	250000	69450000	627	-0.0271	2	0
MCL1016	11	69550000	71750000	21	0.5009	3	1
MCL1016	11	71850000	134950000	612	-0.0313	2	0
MCL1016	12	150000	133150000	1255	-0.0069	2	0
MCL1016	13	18250000	112150000	911	-0.0242	2	0
MCL1016	13	112250000	114150000	18	-0.7966	1	-1
MCL1016	14	19750000	104650000	831	-0.0051	2	0
MCL1016	14	104950000	106850000	19	0.632	3	1
MCL1016	15	17050000	20650000	4	0.9741	4	2
MCL1016	15	22250000	101850000	758	-0.0371	2	0
MCL1016	16	150000	90050000	713	-0.0235	2	0
MCL1016	17	150000	15050000	149	-0.9284	1	-1
MCL1016	17	15150000	83150000	597	0.005	2	0
MCL1016	18	250000	80250000	720	-0.003	2	0
MCL1016	19	350000	19650000	189	0.0042	2	0
MCL1016	19	19750000	22450000	19	1.395	4	2
MCL1016	19	22550000	52250000	237	0.014357806	2	0
MCL1016	19	52350000	53450000	12	0.5754	3	1
MCL1016	19	53550000	58550000	49	-0.0208	2	0
