Sample	Chromosome	Start Position	End Position	Num markers	seg.mean	copy	ivg.copy	Seg.CN
MCL-33	17	331684	1240401	NA				0
MCL-33	17	1240402	1270800	NA				0
MCL-33	17	1270801	1638896	NA				0
MCL-33	17	1638897	1661034	NA				0
MCL-33	17	1661035	3532786	NA				0
MCL-33	17	3532787	3542607	NA				0
MCL-33	17	3542608	7654516	NA				0
MCL-33	17	7654517	7666380	NA				0
MCL-33	17	7666381	8144851	NA				0
MCL-33	17	8144852	8149767	NA				0
MCL-33	17	8149768	17158927	NA				0
MCL-33	17	17158928	17165791	NA				0
MCL-33	17	17165792	18976448	NA				0
MCL-33	17	18976449	18977348	NA				0
MCL-33	17	18977349	20999646	NA				0
MCL-33	17	20999647	20999755	NA				0
MCL-33	17	20999756	21303442	NA				0
MCL-33	17	21303443	21528282	NA				0
MCL-33	17	21528283	21528558	NA				0
MCL-33	17	21528559	21529287	NA				0
MCL-33	17	21529288	21533320	NA				0
MCL-33	17	21533321	21533581	NA				0
MCL-33	17	21533582	22694299	NA				0
MCL-33	17	22694300	27411321	NA				0
MCL-33	17	27411322	27411397	NA				0
MCL-33	17	27411398	27449636	NA				0
MCL-33	17	27449637	27526624	NA				0
MCL-33	17	27526625	27527321	NA				0
MCL-33	17	27527322	27560332	NA				0
MCL-33	17	27560333	27560504	NA				0
MCL-33	17	27560505	27560545	NA				0
MCL-33	17	27560546	27582790	NA				0
MCL-33	17	27582791	27789822	NA				0
MCL-33	17	27789823	46082684	NA				0
MCL-33	17	46082685	46170676	NA				0
MCL-33	17	46170677	46259610	NA				0
MCL-33	17	46259611	46259631	NA				0
MCL-33	17	46259632	49046061	NA				0
MCL-33	17	49046062	49051759	NA				0
MCL-33	17	49051760	59195285	NA				0
MCL-33	17	59195286	59245593	NA				0
MCL-33	17	59245594	83085299	NA				0
MCL-33	17	83085300	83094678	NA				0
MCL-33	17	83094679	83135412	NA				0
MCL-33	17	83135413	83135526	NA				0
MCL-33	17	83135527	83135542	NA				0
MCL-33	17	83135543	83135650	NA				0
MCL-33	17	83135651	83135891	NA				0
MCL-33	18	166819	192802	NA				0
MCL-33	18	192803	196465	NA				0
MCL-33	18	196466	196829	NA				0
MCL-33	18	196830	199462	NA				0
MCL-33	18	199463	204780	NA				0
MCL-33	18	204781	224184	NA				0
MCL-33	18	224185	252436	NA				0
MCL-33	18	252437	321998	NA				0
MCL-33	18	321999	331827	NA				0
MCL-33	18	331828	346821	NA				0
MCL-33	18	346822	581123	NA				0
MCL-33	18	581124	607068	NA				0
MCL-33	18	607069	12115340	NA				0
MCL-33	18	12115341	12254786	NA				0
MCL-33	18	12254787	13763115	NA				0
MCL-33	18	13763116	13763654	NA				0
MCL-33	18	13763655	13806590	NA				0
MCL-33	18	13806591	13884567	NA				0
MCL-33	18	13884568	13975617	NA				0
MCL-33	18	13975618	14031228	NA				0
MCL-33	18	14031229	14105017	NA				0
MCL-33	18	14105018	14105854	NA				0
MCL-33	18	14105855	14106040	NA				0
MCL-33	18	14106041	14113402	NA				0
MCL-33	18	14113403	21515254	NA				0
MCL-33	18	21515255	21520590	NA				0
MCL-33	18	21520591	21520756	NA				0
MCL-33	18	21520757	21520893	NA				0
MCL-33	18	21520894	21532778	NA				0
MCL-33	18	21532779	21778279	NA				0
MCL-33	18	21778280	21791678	NA				0
MCL-33	18	21791679	21828930	NA				0
MCL-33	18	21828931	21865791	NA				0
MCL-33	18	21865792	22415000	NA				0
MCL-33	18	22415001	22933411	NA				0
MCL-33	18	22933412	23295810	NA				0
MCL-33	18	23295811	80048725	NA				0
MCL-33	18	80048726	80159200	NA				0
MCL-33	18	80159201	80159567	NA				0
MCL-33	18	80159568	80159596	NA				0
MCL-33	18	80159597	80160338	NA				0
MCL-33	18	80160339	80168979	NA				0
MCL-33	18	80168980	80169145	NA				0
MCL-33	18	80169146	80169229	NA				0
MCL-33	19	281360	281383	NA				0
MCL-33	19	281384	281468	NA				0
MCL-33	19	281469	282753	NA				0
MCL-33	19	282754	287946	NA				0
MCL-33	19	287947	311825	NA				0
MCL-33	19	311826	335946	NA				0
MCL-33	19	335947	336102	NA				0
MCL-33	19	336103	4310330	NA				0
MCL-33	19	4310331	4325330	NA				0
MCL-33	19	4325331	4511128	NA				0
MCL-33	19	4511129	4511266	NA				0
MCL-33	19	4511267	4511665	NA				0
MCL-33	19	4511666	4511915	NA				0
MCL-33	19	4511916	4512397	NA				0
MCL-33	19	4512398	4512502	NA				0
MCL-33	19	4512503	4512657	NA				0
MCL-33	19	4512658	4548003	NA				0
MCL-33	19	4548004	4548524	NA				0
MCL-33	19	4548525	19537537	NA				0
MCL-33	19	19537538	19634179	NA				0
MCL-33	19	19634180	19634670	NA				0
MCL-33	19	19634671	19640013	NA				0
MCL-33	19	19640014	19647381	NA				0
MCL-33	19	19647382	19655966	NA				0
MCL-33	19	19655967	19663114	NA				0
MCL-33	19	19663115	19711240	NA				0
MCL-33	19	19711241	19714041	NA				0
MCL-33	19	19714042	21425351	NA				0
MCL-33	19	21425352	21425462	NA				0
MCL-33	19	21425463	21425517	NA				0
MCL-33	19	21425518	21505693	NA				0
MCL-33	19	21505694	23468720	NA				0
MCL-33	19	23468721	23827191	NA				0
MCL-33	19	23827192	23832800	NA				0
MCL-33	19	23832801	23932336	NA				0
MCL-33	19	23932337	23973669	NA				0
MCL-33	19	23973670	23973742	NA				0
MCL-33	19	23973743	24106244	NA				0
MCL-33	19	24106245	24161903	NA				0
MCL-33	19	24161904	24162290	NA				0
MCL-33	19	24162291	24162961	NA				0
MCL-33	19	24162962	24163431	NA				0
MCL-33	19	24163432	24179608	NA				0
MCL-33	19	24179609	24180448	NA				0
MCL-33	19	24180449	24181201	NA				0
MCL-33	19	24181202	28228175	NA				0
MCL-33	19	28228176	28228234	NA				0
MCL-33	19	28228235	28228383	NA				0
MCL-33	19	28228384	28282069	NA				0
MCL-33	19	28282070	28284333	NA				0
MCL-33	19	28284334	28285186	NA				0
MCL-33	19	28285187	28407922	NA				0
MCL-33	19	28407923	28767101	NA				0
MCL-33	19	28767102	28790016	NA				0
MCL-33	19	28790017	28790787	NA				0
MCL-33	19	28790788	28791990	NA				0
MCL-33	19	28791991	29527145	NA				0
MCL-33	19	29527146	32615484	NA				0
MCL-33	19	32615485	32615715	NA				0
MCL-33	19	32615716	44618113	NA				0
MCL-33	19	44618114	44623697	NA				0
MCL-33	19	44623698	46308727	NA				0
MCL-33	19	46308728	46308869	NA				0
MCL-33	19	46308870	58393348	NA				0
MCL-33	19	58393349	58451680	NA				0
MCL-33	19	58451681	58480271	NA				0
MCL-33	19	58480272	58480853	NA				0
MCL-33	19	58480854	58499452	NA				0
MCL-33	19	58499453	58516305	NA				0
MCL-33	19	58516306	58516795	NA				0
MCL-33	19	58516796	58517305	NA				0
MCL-33	19	58517306	58517792	NA				0
MCL-33	19	58517793	58563286	NA				0
MCL-33	19	58563287	58569343	NA				0
MCL-33	19	58569344	58571001	NA				0
MCL-33	19	58571002	58571238	NA				0
MCL-33	19	58571239	58572227	NA				0
MCL-33	19	58572228	58572351	NA				0
MCL-33	20	96321	96372	NA				0
MCL-33	20	96373	145508	NA				0
MCL-33	20	145509	145888	NA				0
MCL-33	20	145889	145959	NA				0
MCL-33	20	145960	157484	NA				0
MCL-33	20	157485	187600	NA				0
MCL-33	20	187601	187825	NA				0
MCL-33	20	187826	227262	NA				0
MCL-33	20	227263	270853	NA				0
MCL-33	20	270854	275932	NA				0
MCL-33	20	275933	1672403	NA				0
MCL-33	20	1672404	1708198	NA				0
MCL-33	20	1708199	1914955	NA				0
MCL-33	20	1914956	1915027	NA				0
MCL-33	20	1915028	1915148	NA				0
MCL-33	20	1915149	1915305	NA				0
MCL-33	20	1915306	1915306	NA				0
MCL-33	20	1915307	1915319	NA				0
MCL-33	20	1915320	1915598	NA				0
MCL-33	20	1915599	1915642	NA				0
MCL-33	20	1915643	18830061	NA				0
MCL-33	20	18830062	19280979	NA				0
MCL-33	20	19280980	19654088	NA				0
MCL-33	20	19654089	24949585	NA				0
MCL-33	20	24949586	25213313	NA				0
MCL-33	20	25213314	25225998	NA				0
MCL-33	20	25225999	25288649	NA				0
MCL-33	20	25288650	25323296	NA				0
MCL-33	20	25323297	25481828	NA				0
MCL-33	20	25481829	25503987	NA				0
MCL-33	20	25503988	25539930	NA				0
MCL-33	20	25539931	25540303	NA				0
MCL-33	20	25540304	25614487	NA				0
MCL-33	20	25614488	25615193	NA				0
MCL-33	20	25615194	25615232	NA				0
MCL-33	20	25615233	25674628	NA				0
MCL-33	20	25674629	25676476	NA				0
MCL-33	20	25676477	25686006	NA				0
MCL-33	20	25686007	25686101	NA				0
MCL-33	20	25686102	31259408	NA				0
MCL-33	20	31259409	31259887	NA				0
MCL-33	20	31259888	31284993	NA				0
MCL-33	20	31284994	31285278	NA				0
MCL-33	20	31285279	31303439	NA				0
MCL-33	20	31303440	31303524	NA				0
MCL-33	20	31303525	31433986	NA				0
MCL-33	20	31433987	31465341	NA				0
MCL-33	20	31465342	31554729	NA				0
MCL-33	20	31554730	31819410	NA				0
MCL-33	20	31819411	31939262	NA				0
MCL-33	20	31939263	45977807	NA				0
MCL-33	20	45977808	46044907	NA				0
MCL-33	20	46044908	47757211	NA				0
MCL-33	20	47757212	47762004	NA				0
MCL-33	20	47762005	49988262	NA				0
MCL-33	20	49988263	49988448	NA				0
MCL-33	20	49988449	52089045	NA				0
MCL-33	20	52089046	52957376	NA				0
MCL-33	20	52957377	64031882	NA				0
MCL-33	20	64031883	64221996	NA				0
MCL-33	20	64221997	64240937	NA				0
MCL-33	20	64240938	64241152	NA				0
MCL-33	20	64241153	64242277	NA				0
MCL-33	20	64242278	64273189	NA				0
MCL-33	20	64273190	64274368	NA				0
MCL-33	20	64274369	64275161	NA				0
MCL-33	20	64275162	64276168	NA				0
MCL-33	21	10704607	10718345	NA				0
MCL-33	21	10718346	10718376	NA				-1
MCL-33	21	10718377	10718566	NA				-1
MCL-33	21	10718567	14077024	NA				0
MCL-33	21	14077025	14080654	NA				0
MCL-33	21	14080655	14080700	NA				0
MCL-33	21	14080701	14080745	NA				0
MCL-33	21	14080746	14108836	NA				0
MCL-33	21	14108837	14108847	NA				0
MCL-33	21	14108848	14144577	NA				0
MCL-33	21	14144578	14152600	NA				0
MCL-33	21	14152601	14182017	NA				0
MCL-33	21	14182018	14220965	NA				0
MCL-33	21	14220966	14226821	NA				0
MCL-33	21	14226822	46541798	NA				0
MCL-33	21	46541799	46551626	NA				0
MCL-33	21	46551627	46554669	NA				0
MCL-33	21	46554670	46558507	NA				0
MCL-33	21	46558508	46599326	NA				0
MCL-33	21	46599327	46602120	NA				0
MCL-33	21	46602121	46602317	NA				0
MCL-33	21	46602318	46602462	NA				0
MCL-33	21	46602463	46603019	NA				0
MCL-33	21	46603020	46652716	NA				0
MCL-33	21	46652717	46664835	NA				0
MCL-33	21	46664836	46664908	NA				0
MCL-33	21	46664909	46665077	NA				0
MCL-33	22	17401906	17418775	NA				0
MCL-33	22	17418776	17424209	NA				0
MCL-33	22	17424210	17442413	NA				0
MCL-33	22	17442414	17476920	NA				0
MCL-33	22	17476921	17477222	NA				0
MCL-33	22	17477223	17477326	NA				0
MCL-33	22	17477327	17499279	NA				0
MCL-33	22	17499280	17511820	NA				0
MCL-33	22	17511821	17541816	NA				0
MCL-33	22	17541817	17599836	NA				0
MCL-33	22	17599837	17696093	NA				0
MCL-33	22	17696094	21071009	NA				0
MCL-33	22	21071010	21447200	NA				0
MCL-33	22	21447201	21628051	NA				0
MCL-33	22	21628052	21975710	NA				0
MCL-33	22	21975711	21975735	NA				0
MCL-33	22	21975736	22046484	NA				0
MCL-33	22	22046485	22061134	NA				0
MCL-33	22	22061135	22080156	NA				0
MCL-33	22	22080157	22104581	NA				0
MCL-33	22	22104582	22129063	NA				0
MCL-33	22	22129064	22162605	NA				0
MCL-33	22	22162606	22171441	NA				0
MCL-33	22	22171442	22182566	NA				0
MCL-33	22	22182567	22201876	NA				0
MCL-33	22	22201877	22327407	NA				0
MCL-33	22	22327408	22343138	NA				0
MCL-33	22	22343139	22352824	NA				0
MCL-33	22	22352825	22352950	NA				0
MCL-33	22	22352951	22370026	NA				0
MCL-33	22	22370027	22404389	NA				0
MCL-33	22	22404390	22432072	NA				0
MCL-33	22	22432073	22668473	NA				0
MCL-33	22	22668474	22668906	NA				0
MCL-33	22	22668907	22721160	NA				0
MCL-33	22	22721161	22803214	NA				0
MCL-33	22	22803215	22856929	NA				0
MCL-33	22	22856930	22896030	NA				0
MCL-33	22	22896031	22899525	NA				0
MCL-33	22	22899526	22901301	NA				0
MCL-33	22	22901302	22905193	NA				0
MCL-33	22	22905194	22906870	NA				0
MCL-33	22	22906871	22911133	NA				0
MCL-33	22	22911134	22919711	NA				0
MCL-33	22	22919712	23057565	NA				0
MCL-33	22	23057566	23123844	NA				0
MCL-33	22	23123845	26027014	NA				0
MCL-33	22	26027015	26293235	NA				0
MCL-33	22	26293236	28884003	NA				0
MCL-33	22	28884004	29042339	NA				0
MCL-33	22	29042340	35553287	NA				0
MCL-33	22	35553288	35660771	NA				0
MCL-33	22	35660772	40329849	NA				0
MCL-33	22	40329850	40418496	NA				0
MCL-33	22	40418497	42397867	NA				0
MCL-33	22	42397868	42631350	NA				0
MCL-33	22	42631351	50626390	NA				0
MCL-33	22	50626391	50627096	NA				0
MCL-33	22	50627097	50628124	NA				0
MCL-33	22	50628125	50679152	NA				0
MCL-33	22	50679153	50698821	NA				0
MCL-33	22	50698822	50703953	NA				0
MCL-33	22	50703954	50706303	NA				0
MCL-33	22	50706304	50711739	NA				0
MCL-33	22	50711740	50733069	NA				0
MCL-33	22	50733070	50739662	NA				0
MCL-33	22	50739663	50740179	NA				0
MCL-33	23	283757	283858	NA				0
MCL-33	23	283859	290784	NA				0
MCL-33	23	290785	299277	NA				0
MCL-33	23	299278	299498	NA				0
MCL-33	23	299499	299800	NA				0
MCL-33	23	299801	299871	NA				0
MCL-33	23	299872	300178	NA				0
MCL-33	23	300179	312225	NA				0
MCL-33	23	312226	708253	NA				0
MCL-33	23	708254	1196990	NA				0
MCL-33	23	1196991	2738275	NA				0
MCL-33	23	2738276	2741191	NA				0
MCL-33	23	2741192	2741398	NA				0
MCL-33	23	2741399	9406894	NA				0
MCL-33	23	9406895	15693086	NA				0
MCL-33	23	15693087	15803949	NA				0
MCL-33	23	15803950	15809401	NA				0
MCL-33	23	15809402	20234886	NA				0
MCL-33	23	20234887	24741874	NA				0
MCL-33	23	24741875	51897177	NA				0
MCL-33	23	51897178	55717852	NA				0
MCL-33	23	55717853	57136631	NA				0
MCL-33	23	57136632	57596174	NA				0
MCL-33	23	57596175	57677784	NA				0
MCL-33	23	57677785	57679344	NA				0
MCL-33	23	57679345	57932551	NA				0
MCL-33	23	57932552	64045070	NA				0
MCL-33	23	64045071	64186309	NA				0
MCL-33	23	64186310	64304175	NA				0
MCL-33	23	64304176	64337224	NA				0
MCL-33	23	64337225	64688921	NA				0
MCL-33	23	64688922	64697165	NA				0
MCL-33	23	64697166	64916494	NA				0
MCL-33	23	64916495	70064136	NA				0
MCL-33	23	70064137	85095122	NA				0
MCL-33	23	85095123	119469881	NA				0
MCL-33	23	119469882	119470473	NA				0
MCL-33	23	119470474	133218410	NA				0
MCL-33	23	133218411	141905965	NA				0
MCL-33	23	141905966	141906203	NA				0
MCL-33	23	141906204	153766160	NA				0
MCL-33	23	153766161	153885475	NA				0
MCL-33	23	153885476	154804648	NA				0
MCL-33	23	154804649	155774974	NA				0
MCL-33	23	155774975	155828412	NA				0
MCL-33	23	155828413	155828430	NA				0
MCL-33	23	155828431	155868190	NA				0
MCL-33	23	155868191	155939494	NA				0
MCL-33	23	155939495	155941873	NA				0
MCL-33	23	155941874	155942514	NA				0
MCL-33	23	155942515	155997618	NA				0
MCL-33	23	155997619	155997799	NA				0
MCL-33	23	155997800	155997942	NA				0
MCL-35	1	930358	942934	NA				0
MCL-35	1	942935	942951	NA				0
MCL-35	1	942952	943896	NA				0
MCL-35	1	943897	943937	NA				0
MCL-35	1	943938	944296	NA				0
MCL-35	1	944297	944531	NA				0
MCL-35	1	944532	946247	NA				0
MCL-35	1	946248	953511	NA				0
MCL-35	1	953512	963472	NA				0
MCL-35	1	963473	970892	NA				0
MCL-35	1	970893	999842	NA				0
MCL-35	1	999843	16138178	NA				0
MCL-35	1	16138179	16232343	NA				0
MCL-35	1	16232344	18485822	NA				0
MCL-35	1	18485823	18634228	NA				0
MCL-35	1	18634229	22945322	NA				0
MCL-35	1	22945323	22953931	NA				0
MCL-35	1	22953932	26573196	NA				0
MCL-35	1	26573197	26946564	NA				0
MCL-35	1	26946565	27099728	NA				0
MCL-35	1	27099729	27325641	NA				0
MCL-35	1	27325642	29369548	NA				0
MCL-35	1	29369549	30711371	NA				0
MCL-35	1	30711372	46176155	NA				0
MCL-35	1	46176156	46192545	NA				0
MCL-35	1	46192546	48436880	NA				0
MCL-35	1	48436881	48533883	NA				0
MCL-35	1	48533884	48584003	NA				0
MCL-35	1	48584004	55225758	NA				0
MCL-35	1	55225759	56692378	NA				0
MCL-35	1	56692379	60041072	NA				0
MCL-35	1	60041073	61277488	NA				0
MCL-35	1	61277489	65641080	NA				0
MCL-35	1	65641081	65993213	NA				0
MCL-35	1	65993214	70027201	NA				0
MCL-35	1	70027202	70665490	NA				0
MCL-35	1	70665491	72274390	NA				0
MCL-35	1	72274391	74026116	NA				0
MCL-35	1	74026117	78416802	NA				-1
MCL-35	1	78416803	78492592	NA				0
MCL-35	1	78492593	78641214	NA				0
MCL-35	1	78641215	78641282	NA				0
MCL-35	1	78641283	84644267	NA				-1
MCL-35	1	84644268	85071839	NA				-1
MCL-35	1	85071840	87072380	NA				-1
MCL-35	1	87072381	88498088	NA				-1
MCL-35	1	88498089	88498131	NA				-1
MCL-35	1	88498132	88760293	NA				-1
MCL-35	1	88760294	90712090	NA				-1
MCL-35	1	90712091	90915548	NA				-1
MCL-35	1	90915549	91600135	NA				-1
MCL-35	1	91600136	93346360	NA				-1
MCL-35	1	93346361	93361899	NA				-1
MCL-35	1	93361900	99646400	NA				-1
MCL-35	1	99646401	99851209	NA				-1
MCL-35	1	99851210	99922679	NA				-1
MCL-35	1	99922680	99993465	NA				-1
MCL-35	1	99993466	104073337	NA				-1
MCL-35	1	104073338	104073715	NA				-1
MCL-35	1	104073716	107403640	NA				-1
MCL-35	1	107403641	112691834	NA				-1
MCL-35	1	112691835	112709992	NA				0
MCL-35	1	112709993	112917054	NA				0
MCL-35	1	112917055	113119627	NA				0
MCL-35	1	113119628	114140158	NA				0
MCL-35	1	114140159	114433602	NA				0
MCL-35	1	114433603	117172404	NA				0
MCL-35	1	117172405	117368060	NA				0
MCL-35	1	117368061	119042156	NA				0
MCL-35	1	119042157	119084604	NA				0
MCL-35	1	119084605	119802313	NA				0
MCL-35	1	119802314	119802410	NA				0
MCL-35	1	119802411	119802606	NA				0
MCL-35	1	119802607	119834506	NA				0
MCL-35	1	119834507	119835950	NA				0
MCL-35	1	119835951	119836055	NA				0
MCL-35	1	119836056	119919638	NA				0
MCL-35	1	119919639	119920421	NA				0
MCL-35	1	119920422	119922384	NA				0
MCL-35	1	119922385	119925802	NA				0
MCL-35	1	119925803	119926454	NA				0
MCL-35	1	119926455	119950494	NA				0
MCL-35	1	119950495	119969680	NA				0
MCL-35	1	119969681	119987127	NA				0
MCL-35	1	119987128	145737064	NA				0
MCL-35	1	145737065	145738392	NA				0
MCL-35	1	145738393	145745816	NA				0
MCL-35	1	145745817	145746194	NA				0
MCL-35	1	145746195	145837693	NA				0
MCL-35	1	145837694	145840890	NA				0
MCL-35	1	145840891	145845552	NA				0
MCL-35	1	145845553	145848288	NA				0
MCL-35	1	145848289	145867640	NA				0
MCL-35	1	145867641	145873965	NA				0
MCL-35	1	145873966	145878094	NA				0
MCL-35	1	145878095	147077001	NA				0
MCL-35	1	147077002	150757803	NA				0
MCL-35	1	150757804	150810321	NA				0
MCL-35	1	150810322	151890185	NA				0
MCL-35	1	151890186	152085438	NA				0
MCL-35	1	152085439	152155645	NA				0
MCL-35	1	152155646	152213566	NA				0
MCL-35	1	152213567	166557789	NA				0
MCL-35	1	166557790	166557978	NA				0
MCL-35	1	166557979	174448093	NA				0
MCL-35	1	174448094	174756656	NA				0
MCL-35	1	174756657	174958251	NA				0
MCL-35	1	174958252	174991324	NA				0
MCL-35	1	174991325	222732952	NA				0
MCL-35	1	222732953	222746406	NA				0
MCL-35	1	222746407	248099342	NA				0
MCL-35	1	248099343	248407139	NA				0
MCL-35	1	248407140	248626521	NA				0
MCL-35	1	248626522	248739906	NA				0
MCL-35	1	248739907	248811727	NA				0
MCL-35	1	248811728	248814835	NA				0
MCL-35	1	248814836	248816707	NA				0
MCL-35	1	248816708	248847255	NA				0
MCL-35	1	248847256	248855287	NA				0
MCL-35	1	248855288	248856006	NA				0
MCL-35	1	248856007	248914573	NA				0
MCL-35	1	248914574	248918679	NA				0
MCL-35	1	248918680	248920024	NA				0
MCL-35	2	38938	39340	NA				0
MCL-35	2	39341	39555	NA				0
MCL-35	2	39556	106409	NA				0
MCL-35	2	106410	224970	NA				0
MCL-35	2	224971	272051	NA				0
MCL-35	2	272052	277314	NA				0
MCL-35	2	277315	504473	NA				0
MCL-35	2	504474	668618	NA				0
MCL-35	2	668619	1173070	NA				0
MCL-35	2	1173071	85754674	NA				0
MCL-35	2	85754675	86158605	NA				0
MCL-35	2	86158606	88186480	NA				0
MCL-35	2	88186481	88699958	NA				0
MCL-35	2	88699959	88700251	NA				0
MCL-35	2	88700252	88729548	NA				0
MCL-35	2	88729549	88811341	NA				0.584962501
MCL-35	2	88811342	88861377	NA				0.584962501
MCL-35	2	88861378	88861810	NA				0.584962501
MCL-35	2	88861811	88862035	NA				0.584962501
MCL-35	2	88862036	88885540	NA				0.584962501
MCL-35	2	88885541	88886138	NA				0.584962501
MCL-35	2	88886139	88897105	NA				0.584962501
MCL-35	2	88897106	88897674	NA				0.584962501
MCL-35	2	88897675	88931864	NA				0.584962501
MCL-35	2	88931865	89833363	NA				0.584962501
MCL-35	2	89833364	89851902	NA				0.584962501
MCL-35	2	89851903	90069936	NA				0.584962501
MCL-35	2	90069937	90190754	NA				0.584962501
MCL-35	2	90190755	90400193	NA				0
MCL-35	2	90400194	90401037	NA				0
MCL-35	2	90401038	90401260	NA				0
MCL-35	2	90401261	96104135	NA				0
MCL-35	2	96104136	96113295	NA				0
MCL-35	2	96113296	96114374	NA				0
MCL-35	2	96114375	96114968	NA				0
MCL-35	2	96114969	96116114	NA				0
MCL-35	2	96116115	96130118	NA				0
MCL-35	2	96130119	96143592	NA				0
MCL-35	2	96143593	96144788	NA				0
MCL-35	2	96144789	96208569	NA				0
MCL-35	2	96208570	96253470	NA				0
MCL-35	2	96253471	110184619	NA				0
MCL-35	2	110184620	110798946	NA				0
MCL-35	2	110798947	112340122	NA				0
MCL-35	2	112340123	112482606	NA				0
MCL-35	2	112482607	223770058	NA				0
MCL-35	2	223770059	223875615	NA				0
MCL-35	2	223875616	230185999	NA				-1
MCL-35	2	230186000	230202874	NA				-1
MCL-35	2	230202875	230327041	NA				-1
MCL-35	2	230327042	230361773	NA				0
MCL-35	2	230361774	230473245	NA				0
MCL-35	2	230473246	230652825	NA				0
MCL-35	2	230652826	241202304	NA				0
MCL-35	2	241202305	241225147	NA				0
MCL-35	2	241225148	241229103	NA				0
MCL-35	2	241229104	241229561	NA				0
MCL-35	2	241229562	241229747	NA				0
MCL-35	2	241229748	241236604	NA				0
MCL-35	2	241236605	241236773	NA				0
MCL-35	2	241236774	241246976	NA				0
MCL-35	2	241246977	241247422	NA				0
MCL-35	2	241247423	241248561	NA				0
MCL-35	2	241248562	241249816	NA				0
MCL-35	2	241249817	241253433	NA				0
MCL-35	3	67799	103435	NA				0
MCL-35	3	103436	197562	NA				0
MCL-35	3	197563	197664	NA				0
MCL-35	3	197665	239953	NA				0
MCL-35	3	239954	319825	NA				0
MCL-35	3	319826	326074	NA				0
MCL-35	3	326075	340671	NA				0
MCL-35	3	340672	344564	NA				0
MCL-35	3	344565	349318	NA				0
MCL-35	3	349319	668964	NA				0
MCL-35	3	668965	957869	NA				0
MCL-35	3	957870	86068519	NA				0
MCL-35	3	86068520	86946156	NA				0
MCL-35	3	86946157	86991242	NA				0
MCL-35	3	86991243	87259403	NA				0
MCL-35	3	87259404	87259754	NA				0
MCL-35	3	87259755	87264203	NA				0
MCL-35	3	87264204	87310285	NA				0
MCL-35	3	87310286	87323591	NA				0
MCL-35	3	87323592	87323606	NA				0
MCL-35	3	87323607	87323696	NA				0
MCL-35	3	87323697	87433479	NA				0
MCL-35	3	87433480	87495622	NA				0
MCL-35	3	87495623	87509603	NA				0
MCL-35	3	87509604	87542709	NA				0
MCL-35	3	87542710	87739738	NA				0
MCL-35	3	87739739	87739971	NA				0
MCL-35	3	87739972	94049424	NA				0
MCL-35	3	94049425	94051088	NA				0
MCL-35	3	94051089	94060650	NA				0
MCL-35	3	94060651	94060750	NA				0
MCL-35	3	94060751	94061265	NA				0
MCL-35	3	94061266	94075955	NA				0
MCL-35	3	94075956	94505698	NA				0
MCL-35	3	94505699	94506942	NA				0
MCL-35	3	94506943	94507258	NA				0
MCL-35	3	94507259	94936705	NA				0
MCL-35	3	94936706	109308973	NA				0
MCL-35	3	109308974	110682919	NA				0
MCL-35	3	110682920	114310020	NA				0.584962501
MCL-35	3	114310021	115216452	NA				0.584962501
MCL-35	3	115216453	119191140	NA				0.584962501
MCL-35	3	119191141	119194114	NA				0.584962501
MCL-35	3	119194115	126500784	NA				0.584962501
MCL-35	3	126500785	126989610	NA				0.584962501
MCL-35	3	126989611	144840273	NA				0.584962501
MCL-35	3	144840274	145546319	NA				0.584962501
MCL-35	3	145546320	154024207	NA				0.584962501
MCL-35	3	154024208	154024288	NA				0.584962501
MCL-35	3	154024289	195356148	NA				0.584962501
MCL-35	3	195356149	195543189	NA				0.584962501
MCL-35	3	195543190	195568790	NA				0.584962501
MCL-35	3	195568791	195579627	NA				0.584962501
MCL-35	3	195579628	195699278	NA				0.584962501
MCL-35	3	195699279	195733365	NA				0.584962501
MCL-35	3	195733366	195786575	NA				0.584962501
MCL-35	3	195786576	195788424	NA				0.584962501
MCL-35	3	195788425	195788530	NA				0.584962501
MCL-35	3	195788531	195788540	NA				0.584962501
MCL-35	3	195788541	195788697	NA				0.584962501
MCL-35	3	195788698	195789434	NA				0.584962501
MCL-35	3	195789435	195868079	NA				0.584962501
MCL-35	3	195868080	195868786	NA				0.584962501
MCL-35	3	195868787	197538197	NA				0.584962501
MCL-35	3	197538198	197854276	NA				0.584962501
MCL-35	3	197854277	197951091	NA				0.584962501
MCL-35	3	197951092	197956552	NA				0.584962501
MCL-35	3	197956553	198035752	NA				0.584962501
MCL-35	3	198035753	198042253	NA				0.584962501
MCL-35	3	198042254	198053356	NA				0.584962501
MCL-35	3	198053357	198111131	NA				0.584962501
MCL-35	3	198111132	198111508	NA				0.584962501
MCL-35	3	198111509	198111880	NA				0.584962501
MCL-35	4	85635	85671	NA				0
MCL-35	4	85672	86296	NA				0
MCL-35	4	86297	86907	NA				0
MCL-35	4	86908	86908	NA				0
MCL-35	4	86909	121772	NA				0
MCL-35	4	121773	141912	NA				0
MCL-35	4	141913	201647	NA				0
MCL-35	4	201648	271152	NA				0
MCL-35	4	271153	272335	NA				0
MCL-35	4	272336	305470	NA				0
MCL-35	4	305471	337869	NA				0
MCL-35	4	337870	491224	NA				0
MCL-35	4	491225	1093699	NA				0
MCL-35	4	1093700	1096618	NA				0
MCL-35	4	1096619	1394967	NA				0
MCL-35	4	1394968	1618138	NA				0
MCL-35	4	1618139	41524233	NA				0
